SD_Sub_System,Discipline_Name,ITEM_Tag_NO,ITEM_Type_Code,PL_Punch_Category,PL_Punch_Description,PL_No
7000-01,PI,7000-01-FLG-02-207,PI_TP,C,All Weep Hole And Weld Of Support That Is Completed | Shall Be Fill By Mustic,PL-29989
7000-01,PI,7000-01-FLG-03-215,PI_TP,C,"DUE TO THE LACK OF STOUCK AND SHORTAGE THE 16""-150# GASKET HAS BEEN USED IN THE REINSTATE SHOULD BE PLACED ORIGINAL BEFORE COMM",PL-01459
7000-01,PI,7000-01-FLG-03-215,PI_TP,C,"DUE TO THE LACK OF STOUCK AND SHORTAGE THE 16""-150# GASKET HAS BEEN USED IN THE REINSTATE SHOULD BE PLACED ORIGINAL BEFORE COMM",PL-01460
7000-01,PI,7000-01-FLG-03-215,PI_TP,C,TP1 IS CUT AND FROM THE OPPOSITE LINE OF THE PACKAGE :946  J:1TN MUST  BE FIT-UP WELD AND RT BEFORE PRECOMM AND HISTORY SHALL BE UPDATE,PL-01461
7000-01,PI,7000-01-FLG-03-215,PI_TP,C,TI 2074 SHOULD BE INSTALLED BEFORE COMM,PL-01568
7000-01,PI,7000-01-FLG-03-215,PI_TP,C,J:1ATN SHALL BE WORKED BEFORE PRECOMM,PL-01570
7000-01,PI,7000-01-FLG-03-215,PI_TP,C,J:1ATN SHALL BE WORKED BEFORE PRECOMM,PL-01571
7000-01,PI,7000-01-FLG-03-215,PI_TP,C,J:1ATN SHALL BE WORKED BEFORE PRECOMM,PL-01572
7000-01,PI,7000-01-FLG-03-215,PI_TP,C,J:1TN SHALL BE WORKED BEFORE PRECOMM,PL-01574
7000-01,PI,7000-01-FLG-03-215,PI_TP,C,J:1TN SHALL BE WORKED BEFORE PRECOMM,PL-01575
7000-01,PI,7000-01-FLG-03-215,PI_TP,C,J:1ATN SHALL BE WORKED BEFORE PRECOMM,PL-01576
7000-01,PI,7000-01-FLG-03-215,PI_TP,C,J:1ATN SHALL BE WORKED BEFORE PRECOMM,PL-01577
7000-01,PI,7000-01-FLG-03-215,PI_TP,C,J:1ATN SHALL BE WORKED BEFORE PRECOMM,PL-01578
7000-01,PI,7000-01-FLG-03-215,PI_TP,C,TI 2407 SHOULD BE INSTALLED BEFORE COMM,PL-01580
7000-01,PI,7000-01-FLG-03-215,PI_TP,C,TI 1047 SHOULD BE INSTALLED BEFORE COMM,PL-01581
7000-01,PI,7000-01-FLG-03-215,PI_TP,C,J:1ATN SHALL BE WORKED BEFORE PRECOMM,PL-01582
7000-01,PI,7000-01-FLG-03-215,PI_TP,C,J:1ATN SHALL BE WORKED BEFORE PRECOMM,PL-01583
7000-01,PI,7000-01-FLG-03-215,PI_TP,C,J:1ATN SHALL BE WORKED BEFORE PRECOMM,PL-01584
7000-01,PI,7000-01-FLG-03-215,PI_TP,C,J:1ATN SHALL BE WORKED BEFORE PRECOMM,PL-01585
7000-01,PI,7000-01-FLG-03-215,PI_TP,C,TI 5110 SHOULD BE INSTALLED BEFORE COMM,PL-01586
7000-01,PI,7000-01-FLG-03-215,PI_TP,C,ALL VALVE HANWHEEL SHALL BE INSTALL,PL-28364
7000-01,PI,7000-01-FLG-06-593,PI_TP,C,ALL TEMPORARY GASKET USED FOR PSV SIDE MUST BE ORIGINAL GASKET REPLACED AFTER CALIBRATED,PL-02264
7000-01,PI,7000-01-FLG-07-759,PI_TP,C,HISTORY SHEET SHALL BE CHANGED AFTER,PL-01590
7000-01,PI,7000-01-FLG-09-761,PI_TP,C,(LG-7150) SHALL BE INSTALL,PL-01458
7000-01,PI,7000-01-FLG-09-761,PI_TP,C,(PG-7153) SHALL BE INSTALL,PL-24912
7000-01,PI,7000-01-FLG-09-761,PI_TP,C,(LST-7151) SHALL BE INSTALL,PL-24913
7000-01,PI,7000-01-FLG-09-761,PI_TP,C,(LST-7152) SHALL BE INSTALL,PL-24914
7000-01,PI,7000-01-FLG-09-761,PI_TP,C,(LST-7152) SHALL BE INSTALL,PL-24915
7000-01,PI,7000-01-FLG-09-761,PI_TP,C,(LST-7152) SHALL BE INSTALL,PL-24916
7000-01,PI,7000-01-FLG-11-844,PI_TP,C,ALL VALVES SHALL BE LUBRICATE,PL-28368
7000-01,PI,7000-01-FLG-11-844,PI_TP,C,THE VENT LINE COMPELETED TO LEVEL GAUGE IS NOT SPECIFIED IN THE P&ID . IT SHOULD BE ASBULITED AND ATTACH TO THE PACKAGE,PL-28369
7000-01,PI,7000-01-FLG-11-844,PI_TP,C,DEM WATER ANALYSIS SHALL BE ATTACH,PL-28370
7000-01,PI,7000-01-FLG-13-878,PI_TP,C,DEM WATER ANALYSIS SHALL BE ATTACH,PL-02484
7000-01,PI,7000-01-FLG-15-911,PI_TP,C,DEM WATER ANALYSIS SHALL BE ATTACH,PL-28365
7000-01,PI,7000-01-FLG-15-911,PI_TP,C,ALL VALVES SHALL BE LUBRICATE,PL-28366
7000-01,PI,7000-01-FLG-16-913,PI_TP,C,DEM WATER ANALYSIS SHALL BE ATTACH,PL-26932
7000-01,PI,7000-01-FLG-16-913,PI_TP,C,ALL VALVES SHALL BE LUBRICATE,PL-26933
7000-01,PI,7000-01-FLG-16-913,PI_TP,C,THE LEVEL GUAGE AND DRAIN AND VENT LINES ARE NOT SPECIFIED P&ID. SHALL BE CORRECTED,PL-26934
7000-01,PI,7000-01-FLG-17-916,PI_TP,C,Installed Valve Lubrication Shall Be Done,PL-24667
7000-01,PI,7000-01-FLG-18-917,PI_TP,C,THE VALVE SHALL BE LUBRICATE,PL-24905
7000-01,PI,7000-01-FLG-19-924,PI_TP,C,ALL THE IMPLEMENTED SUPPORTS THAT FELL ON THE WELDED WIRE OF PIPE MUST BE FILLED WITH MASTIC,PL-01819
7000-01,PI,7000-01-FLG-21-946,PI_TP,C,THE INSTRUMENT DEVICE (AP2571) SHOULD BE INSTALL BEFORE PRECOMM,PL-01744
7000-01,PI,7000-01-FLG-21-946,PI_TP,C,J:1 SHALL BE CONNECT TO C-2001/N4,PL-28374
7000-01,PI,7000-01-FLG-23-949,PI_TP,C,The Approved Water (DEM) Analysis Must Be Attached,PL-29994
7000-01,PI,7000-01-FLG-23-949,PI_TP,C,All Installed Valves Should Be Lubricated,PL-29995
7000-01,PI,7000-01-FLG-23-949,PI_TP,C,In The Iso No : 45054 The Vent And Drine Of The LG-6052-1|2 At The Connection With The Lines Iso No : 45133 Is Not Specified Should Be Asbuilted P&ID (P&ID NO: 1205-60-PR-PID-012),PL-29996
7000-01,PI,7000-01-FLG-23-949,PI_TP,C,The Vent Lines Connected To The Level Gauges Are Not Be Specifiedin P&ID Should Be Asbuilt,PL-29997
7000-01,PI,7000-01-FLG-24-988,PI_TP,C,ALL VALVES SHALL BE LUBRICATE,PL-28367
7000-01,PI,7000-01-NG-01-841,PI_TP,C,"DUE TO THE FACT THAT IN ALL THE ISOMETRICS HE HAS DETEMINED A 3/4"" S.W CAP. THEY SHOULD BE WELDED AND PT BEFORE TEST",PL-01278
7000-01,PI,7000-01-NG-02-908,PI_TP,C,"Due To The Fact That In All The Isometrics | He Has Determined A 3/4"" S.W - Cap . They hould Be Welded And PT Befor The Test",PL-23840
7000-01,PI,7000-01-NG-04-991,PI_TP,C,All Installed Valves Should Be Lubricated,PL-23841
7000-01,PI,7000-01-NG-12-1038,PI_TP,C,"All Stud Bolts (1/2""*65) Should Be Installed (NIS)",PL-23835
7000-01,PI,7000-01-PMW-01-162,PI_TP,C,(PG 7155) SHOULD BE INSTALLED BEFORE PRECOMM,PL-01226
7000-01,PI,7000-01-PMW-02-765,PI_TP,C,FINAL ALIGHNMENT (FLANGE J:15 WITH PUMP) SHALL BE DONE BEFORE COMM,PL-01295
7000-01,PI,7000-01-PMW-02-765,PI_TP,C,FINAL ALIGHNMENT (FLANGE J:6 WITH PUMP) SHALL BE DONE BEFORE COMM,PL-01296
7000-01,PI,7000-01-PRC-01-887,PI_TP,C,ALL TEMPORARY GASKET USED FOR THE PSV:6021 | PSC:6022 SHALL BE REPLACED WITH ORIGINAL,PL-21908
7000-01,PI,7000-01-PRC-01-887,PI_TP,C,ALL VALVES SHALL BE LUBRICATE,PL-21909
7000-01,PI,7000-01-PRG-04-1034,PI_TP,C,The Installed Valve Should Be Lubricated,PL-23839
7000-01,PI,7000-01-PRG-05-1039,PI_TP,C,"All Stud Bolts (1/2""*65) Should Be Installed (NIS)",PL-23837
7000-01,PI,7000-01-PRG-06-1040,PI_TP,C,"All Stud Bolts (1/2""*65) Should Be Installed (NIS)",PL-23834
7000-01,PI,7000-01-PRG-07-1041,PI_TP,C,"All Stud Bolts (1/2""*65) Should Be Installed (NIS)",PL-23838
7000-01,PI,7000-01-PRG-08-1042,PI_TP,C,"All Stud Bolts (1/2""*65) Should Be Installed (NIS)",PL-23836
7000-01,PI,7000-01-VA-01-439,PI_TP,C,ACCORDING TO PRECOMM MANGMENT ORDER DIRECTION CHANGED FROM NORTH TO WEST AND ASBULITED,PL-02066
4000-14,PI,70-FW-UG-246,PI_TP,C,"THE INSTRUMENT DEVICE (FH-9013) 6""-CL:150 SHALL BE INSTALL",PL-02470
4000-14,PI,70-FW-UG-246,PI_TP,C,"THE INSULATION KIT 2""-CL:150 SHALL BE INSTALL",PL-02471
4000-14,PI,70-FW-UG-KC-285,PI_TP,C,THE TEMPORARY GASKET USED FOR THE FLANGE MUST BE REPLACED WITH ORIGINAL GASKET AFTER INSTALLING INSULATION KIT,PL-02479
4000-14,PI,70-FW-UG-KC-285,PI_TP,C,"INSULATION KIT 2""-CL:150 SHALL BE INSTALL",PL-02480
4000-15,PI,70-PW-UG-KC-282,PI_TP,C,"Insulation Kits 2""150# | RF Must Be Installed",PL-24597
4000-15,PI,70-PW-UG-KC-282,PI_TP,C,All Isometrics Must Be New Revesion Attached To The Opposite Package (TP-70-PW-UG-KC-249),PL-24600
4000-15,PI,70-PW-UG-KC-282,PI_TP,C,All Temporary Gasketes Used For The Flages Connection Should Be Replaced With Original Gaskets,PL-24601
4000-10,PI,70-WWS-UG-KC-243,PI_TP,C,THE INSTRUMENT DEVICE PG:5716 SHALL BE INSTALL,PL-02500
4000-10,PI,70-WWS-UG-KC-247,PI_TP,C,All Manhols Should Be Final Cleaning . (MSS-06 AND SU-8402),PL-24192
LS-14,EL,AH-EDP-01-1-L1-01,Lighting Fixture,B,TAG LIghting shall be installed.PUNCH IS GENERAL FOR LS-14,PL-25393
LS-14,EL,AH-EDP-01-1-L1-01,Lighting Fixture,C,CLEANING SHALL BE DONE.PUNCH IS FOR ALL TAGS OF LS-14,PL-25395
LS-14,EL,AH-EDP-01-1-L1-01,Lighting Fixture,B,SEALکردن OPENING هاي مربوط به کابل برق PUNCH IS FOR ALL TAGS OF LS-14,PL-25396
LS-14,EL,AH-EDP-01-1-L1-01,Lighting Fixture,B,  PUNCH IS FOR ALL TAGS LS-14کمپوند کاندوييت هاي UG,PL-25398
LS-14,EL,AH-EDP-01-1-L1-01-FJB01,Lighting Cable,B,Cable Tag(S.S) Shall Be Installed.,PL-21831
LS-14,EL,AH-EDP-01-1-L1-02-FJB01,Lighting Cable,B,Cable Tag(S.S) Shall Be Installed.,PL-21832
LS-14,EL,AH-EDP-01-1-L1-03-FJB01,Lighting Cable,B,Cable Tag(S.S) Shall Be Installed.,PL-21833
LS-14,EL,AH-EDP-01-1-L1-04-FJB01,Lighting Cable,B,Cable Tag(S.S) Shall Be Installed.,PL-21834
LS-14,EL,AH-EDP-01-1-L1-05-FJB01,Lighting Cable,B,Cable Tag(S.S) Shall Be Installed.,PL-21835
LS-14,EL,AH-EDP-01-1-L1-06-FJB01,Lighting Cable,B,Cable Tag(S.S) Shall Be Installed.,PL-21836
LS-14,EL,AH-EDP-01-2-L2-01-FJB01,Lighting Cable,B,Cable Tag(S.S) Shall Be Installed.,PL-21837
LS-14,EL,AH-EDP-01-2-L2-02-FJB01,Lighting Cable,B,Cable Tag(S.S) Shall Be Installed.,PL-21838
LS-14,EL,AH-EDP-01-2-L2-03-FJB01,Lighting Cable,B,Cable Tag(S.S) Shall Be Installed.,PL-21839
LS-14,EL,AH-EDP-01-2-L2-04-FJB01,Lighting Cable,B,Cable Tag(S.S) Shall Be Installed.,PL-21840
LS-14,EL,AH-EDP-01-2-L2-05-FJB01,Lighting Cable,B,Cable Tag(S.S) Shall Be Installed.,PL-21841
LS-14,EL,AH-EDP-01-2-L2-06-FJB01,Lighting Cable,B,Cable Tag(S.S) Shall Be Installed.,PL-21842
LS-14,EL,AH-EDP-01-3-L3-01-FJB01,Lighting Cable,B,Cable Tag(S.S) Shall Be Installed.,PL-21843
LS-14,EL,AH-EDP-01-3-L3-02-FJB01,Lighting Cable,B,Cable Tag(S.S) Shall Be Installed.,PL-21844
LS-14,EL,AH-EDP-01-3-L3-03-FJB01,Lighting Cable,B,Cable Tag(S.S) Shall Be Installed.,PL-21845
LS-14,EL,AH-EDP-01-3-L3-04-FJB01,Lighting Cable,B,Cable Tag(S.S) Shall Be Installed.,PL-21846
LS-14,EL,AH-EDP-01-3-L3-05-FJB01,Lighting Cable,B,Cable Tag(S.S) Shall Be Installed.,PL-21847
LS-14,EL,AH-EDP-01-3-L3-06-FJB01,Lighting Cable,B,Cable Tag(S.S) Shall Be Installed.,PL-21848
LS-14,EL,AH-EDP-01-5-L2-01-FJB01,Lighting Cable,B,Cable Tag(S.S) Shall Be Installed.,PL-21824
LS-14,EL,AH-EDP-01-5-L2-02-FJB01,Lighting Cable,B,Cable Tag(S.S) Shall Be Installed.,PL-21825
LS-14,EL,AH-EDP-01-5-L2-03-FJB01,Lighting Cable,B,Cable Tag(S.S) Shall Be Installed.,PL-21826
LS-14,EL,AH-EDP-01-5-L2-04-FJB01,Lighting Cable,B,Cable Tag(S.S) Shall Be Installed.,PL-21827
LS-14,EL,AH-EDP-01-5-L2-05-FJB01,Lighting Cable,B,Cable Tag(S.S) Shall Be Installed.,PL-21828
LS-14,EL,AH-EJB1-FJB01,Lighting Cable,B,Cable Tag(S.S) Shall Be Installed.,PL-21829
LS-14,EL,AH-EJB2-FJB01,Lighting Cable,B,Cable Tag(S.S) Shall Be Installed.,PL-21830
FGS-08,EL,ALS-0301,FGS Device,C,S.S TAG SHOULD BE DONE.,PL-22034
FGS-08,EL,ALS-0301,FGS Device,C,EXTRA HOLES SHOULD BE DONE.,PL-22098
FGS-08,EL,ALS-0301,FGS Device,C, Cable  S.S Tag Should Be Done.,PL-22215
FGS-08,EL,ALS-0302,FGS Device,C, Cable S.S Tag Should Be Done.,PL-22216
FGS-08,EL,ALS-0302,FGS Device,C,EXTRA HOLES SHOULD BE DONE.,PL-22099
FGS-08,EL,ALS-0302,FGS Device,C,S.S TAG SHOULD BE DONE.,PL-22035
BLD-07,CV,Beams & Slab(BLD-07),03-Beams & Slab,A,تکميل QC FORM هاي مربوطه,PL-24531
BLD-01,PI,BLD-01-IG55-02-758,PI_TP,C,All PSH Shall Be Install,PL-24835
BLD-01,PI,BLD-01-IG55-03-993,PI_TP,C,Isometrics Is In Confilict With P&ID Shall Be Corrected And Attached,PL-24660
BLD-01,PI,BLD-01-IG55-04-1089,PI_TP,C,Iso Metric Is In Conflict With P&ID It Should Be Corrected And Attached,PL-24661
BLD-02,PI,BLD-02-IG55-01-986,PI_TP,C,ALL INSTRUMENT DEVICE SHALL BE INSTALLED AND COMPELETED (PSH-001~psh-00) and (ro-007 ~ ro-005),PL-21713
120-09,IN,COM-PDP-CR-01,JUNCTION BOX,A,EARTH SHOULD BE DONE.,PL-15754
120-09,IN,COM-PDP-CR-01,JUNCTION BOX,A,Termination shall be done.,PL-15758
120-09,IN,COM-PDP-CR-02,JUNCTION BOX,A,Termination shall be done.,PL-15759
120-09,IN,COM-PDP-CR-02,JUNCTION BOX,A,EARTH SHOULD BE DONE.,PL-15755
TEL-09,IN,CR-CEC-01,JUNCTION BOX,A,Earthing /Bonding Shall Be Done.,PL-20738
TEL-09,IN,CR-CEC-01,JUNCTION BOX,B,Panel Cover Should Be Dull Bolted.,PL-20834
DCS-01,IN,CR-CEC-EH-01,JUNCTION BOX,B,Panel Cover Should Be Dull Bolted.,PL-20835
DCS-01,IN,CR-CEC-EH-01,JUNCTION BOX,A,Earthing /Bonding Shall Be Done.,PL-20739
TEL-09,EL,CR-SP-03,Paging Device,A,Loud Speaker is not install.,PL-22421
120-15,EL,CR-UBT-01_1,UPS & Battery,C,Cleaning Shall Be Done.,PL-24257
120-15,EL,CR-UBT-01_1,UPS & Battery,B,Tempereture Is High.,PL-24261
120-15,EL,CR-UBT-01_1,UPS & Battery,B,Tag (Dc Charger & Ups) Shall Be Install.,PL-24255
120-15,EL,CR-UBT-01_1,UPS & Battery,A,عدم نصب EYE WASH اتاق کنترل  و ساب استيشن PUNCH IS FOR ALL TAGS OF 120-15,PL-25439
120-15,EL,CR-UBT-01_1,UPS & Battery,A,عدم وجود HVAC جهت دماي مناسب اتاق باطري ها SS|CCR PUNCH IS FOR ALL TAGS OF 120-15,PL-25440
120-15,EL,CR-UBT-01_1,UPS & Battery,A,عدم نصب تجهيزات HVAC  از جمله اگزاست فن (SS|CCR) PUNCH IS FOR ALL TAGS OF 120-15,PL-25441
120-15,EL,CR-UBT-01_1,UPS & Battery,A,عدم شارژ و دشارژ باطري هاي UPS مربوط به ساب استيشنPUNCH IS FOR ALL TAGS OF  120-15,PL-25442
120-15,EL,CR-UBT-01_1,UPS & Battery,A,عدم شارژ و دشارژ باطري هاي UPS مربوط به اتاق کنترلPUNCH IS FOR ALL TAGS OF  120-15,PL-25443
120-15,EL,CR-UBT-01_1,UPS & Battery,B,پر کردن اطراف اکسپنشن بولت ها با ملات ضد اسيد(SS|CCR) PUNCH IS FOR ALL TAGS OF 120-15,PL-25444
120-15,EL,CR-UBT-01_1,UPS & Battery,B,نصب تگ 30*10 که مشخص کند هر رک باطري مربوط به کدام است(SS|CCR)  PUNCH IS GENERAL FOR 120-15,PL-25445
120-15,EL,CR-UBT-01_2,UPS & Battery,B,Tag (Dc Charger & Ups) Shall Be Install.,PL-24256
120-15,EL,CR-UBT-01_2,UPS & Battery,B,Tempereture Is High.,PL-24262
120-09,EL,CR-UIS-01,UPS & Battery,C,CLEANING SHOULD BE DONE.,PL-24697
120-09,EL,CR-UIS-01,UPS & Battery,C,CONNECTION DIAGRAM SHOULD PUT IN DOOR.,PL-24698
120-09,EL,CR-UIS-01,UPS & Battery,C,Touch up support  shall be done.,PL-24699
120-09,EL,CR-UPS-01,UPS & Battery,A,Earth panel shall be installed.,PL-17194
120-09,EL,CR-UPS-01,UPS & Battery,C,Preservation shall be done.,PL-17195
120-09,EL,CR-UPS-01,UPS & Battery,C,Cleaning shall be done.,PL-17196
120-09,EL,CR-UPS-01,UPS & Battery,B,Panel cover shall be closed,PL-17197
120-09,EL,CR-UPS-01,UPS & Battery,B,Nut&Bolt is nor complete.,PL-17198
120-09,EL,CR-UPS-01,UPS & Battery,B,DAMAGE (CR-UPS-01A),PL-17199
1000-01,MES,D-1001,Drum(D),C,Some points need touch up,PL-12219
1000-01,MES,D-1001,Drum(D),C,NAME PLATE NOT INSTALLED,PL-02514
1000-01,MES,D-1001,Drum(D),C,MONTHLY PRESERVATION ,PL-02575
1000-01,MES,D-1001,Drum(D),C,INSIDE OF SKIRT AT BOTTOM TO BE LEVEL,PL-02608
1000-01,MES,D-1001,Drum(D),C,FOUNDATION TAG NUMBERING NOT DONE,PL-02627
2000-05,MES,D-2002,Drum(D),C,INSIDE OF SKIRT AT BOTTOM TO BE LEVEL,PL-02628
2000-05,MES,D-2002,Drum(D),C,FOUNDATION TAG NUMBERING NOT DONE,PL-02645
2000-05,MES,D-2002,Drum(D),A,EXTERNL ACCESSORY NOT INSTALLED,PL-02609
2000-05,MES,D-2002,Drum(D),C,PRESERVATION NOT DONE,PL-02576
2000-05,MES,D-2002,Drum(D),C,GROUTING CRACK SHALL BE REPAIRED,PL-02515
2000-05,MES,D-2002,Drum(D),C,Some points need touch up,PL-12220
2000-05,MES,D-2002,Drum(D),C,Bolting lubricant is not done,PL-28360
2000-05,MES,D-2002,Drum(D),C,Check the general Cleaning after all activity done,PL-28361
2000-05,MES,D-2002,Drum(D),C, Punch List clear,PL-28362
2000-05,MES,D-2003,Drum(D),C,Check the general Cleaning after all activity done,PL-28357
2000-05,MES,D-2003,Drum(D),C,Bolting lubricant is not done,PL-28358
2000-05,MES,D-2003,Drum(D),C, Punch List clear,PL-28359
2000-05,MES,D-2003,Drum(D),C,Some points need touch up,PL-12221
2000-05,MES,D-2003,Drum(D),C,BASE PLATE OF SKIRT IN ANCHOR HOLE SHALL FILLED,PL-12208
2000-05,MES,D-2003,Drum(D),C,INSIDE OF SKIRT AT BOTTOM TO BE LEVEL,PL-12241
2000-05,MES,D-2003,Drum(D),C,PRESERVATION NOT DONE,PL-12248
2000-05,MES,D-2003,Drum(D),C,FOUNDATION TAG NUMBERING NOT DONE,PL-12261
2000-05,MES,D-2003,Drum(D),C,Grating completion,PL-12346
2000-05,MES,D-2004,Drum(D),C,Grating completion,PL-12339
2000-05,MES,D-2004,Drum(D),C,BASE PLATE OF SKIRT IN ANCHOR HOLE SHALL FILLED,PL-02517
2000-05,MES,D-2004,Drum(D),C,Some points need touch up,PL-02578
2000-05,MES,D-2004,Drum(D),C,INSIDE OF SKIRT AT BOTTOM TO BE LEVEL,PL-02611
2000-05,MES,D-2004,Drum(D),C,FOUNDATION TAG NUMBERING NOT DONE,PL-02647
2000-05,MES,D-2004,Drum(D),C,PRESERVATION NOT DONE,PL-02630
2000-05,MES,D-2004,Drum(D),C,Check the general Cleaning after all activity done,PL-28354
2000-05,MES,D-2004,Drum(D),C,Bolting lubricant is not done,PL-28355
2000-05,MES,D-2004,Drum(D),C, Punch List clear,PL-28356
2000-05,MES,D-2005,Drum(D),C,Check the general Cleaning after all activity done,PL-28346
2000-05,MES,D-2005,Drum(D),C,PRESERVATION NOT DONE,PL-28347
2000-05,MES,D-2005,Drum(D),C,Some points need touch up,PL-28348
2000-05,MES,D-2005,Drum(D),C,Bolting lubricant is not done,PL-28349
2000-05,MES,D-2005,Drum(D),C, Punch List clear,PL-28350
2000-05,MES,D-2005,Drum(D),C,INSIDE OF SKIRT AT BOTTOM TO BE LEVEL,PL-02631
2000-05,MES,D-2005,Drum(D),C,FOUNDATION TAG NUMBERING NOT DONE,PL-02648
2000-05,MES,D-2005,Drum(D),C,PRESERVATION NOT DONE,PL-02612
2000-05,MES,D-2005,Drum(D),C,Some points need touch up,PL-02579
2000-05,MES,D-2005,Drum(D),A,BASE PLATE OF SKIRT IN ANCHOR HOLE SHALL FILLED,PL-02518
4000-04,MES,D-2011,Drum(D),C,GENRAL CLEANING,PL-21644
4000-04,MES,D-2011,Drum(D),C,PRESERVATION NOT DONE,PL-21645
4000-04,MES,D-2011,Drum(D),C,Some points need touch up,PL-21646
4000-04,MES,D-2011,Drum(D),C,Bolting lubricant is not done,PL-21647
4000-04,MES,D-2011,Drum(D),C,PUNCH LIST CLEAR,PL-21648
4000-04,MES,D-2011,Drum(D),C,FIX & REPAIR LADDER,PL-21649
3000-04,MES,D-2022-1,Drum(D),C,PRESERVATION NOT DONE,PL-24034
3000-04,MES,D-2022-1,Drum(D),C,Genral Cleaning,PL-24035
3000-04,MES,D-2022-1,Drum(D),C,Some Point Need Touch UP,PL-24036
3000-04,MES,D-2022-1,Drum(D),C,Rrmove Scaffold,PL-24037
3000-04,MES,D-2022-1,Drum(D),C,Grout Sourface,PL-24038
3000-04,MES,D-2022-1,Drum(D),C,Check the genral cleaning after all acticity,PL-24039
3000-04,MES,D-2022-1,Drum(D),C,PRESERVATION NOT DONE,PL-24040
3000-04,MES,D-2022-1,Drum(D),C,Some Point Need Touch UP,PL-24041
3000-04,MES,D-2022-1,Drum(D),C,Bolting lubricant is not done,PL-24042
3000-04,MES,D-2022-1,Drum(D),C,Punch List Clear,PL-24043
3000-04,MES,D-2022-2,Drum(D),C,Check the genral cleaning after all acticity,PL-24044
3000-04,MES,D-2022-2,Drum(D),C,PRESERVATION NOT DONE,PL-24045
3000-04,MES,D-2022-2,Drum(D),C,Some Point Need Touch UP,PL-24046
3000-04,MES,D-2022-2,Drum(D),C,Bolting lubricant is not done,PL-24047
3000-04,MES,D-2022-2,Drum(D),C,Punch List Clear,PL-24048
3000-04,MES,D-2022-2,Drum(D),C,PRESERVATION NOT DONE,PL-24029
3000-04,MES,D-2022-2,Drum(D),C,Genral Cleaning,PL-24030
3000-04,MES,D-2022-2,Drum(D),C,Some Point Need Touch UP,PL-24031
3000-04,MES,D-2022-2,Drum(D),C,Rrmove Scaffold,PL-24032
3000-04,MES,D-2022-2,Drum(D),C,Grout Sourface,PL-24033
3000-03,MES,D-3001,Drum(D),C,PRESERVATION NOT DONE,PL-21650
3000-03,MES,D-3001,Drum(D),C,GENRAL CLEANING,PL-21651
3000-03,MES,D-3001,Drum(D),C,Some points need touch up,PL-21652
3000-03,MES,D-3001,Drum(D),C,REMOVE SCAFFOLD,PL-21653
3000-03,MES,D-3002,Drum(D),C,GENRAL CLEANING,PL-21638
3000-03,MES,D-3002,Drum(D),C,PRESERVATION NOT DONE,PL-21639
3000-03,MES,D-3002,Drum(D),C,Some points need touch up,PL-21640
3000-03,MES,D-3002,Drum(D),C,Bolting lubricant is not done,PL-21641
3000-03,MES,D-3002,Drum(D),C,PUNCH LIST CLEAR,PL-21642
3000-03,MES,D-3002,Drum(D),C,REMOVE SCAFFOLD,PL-21643
5000-01,MES,D-3004,Drum(D),C,GENRAL CLEANING,PL-21632
5000-01,MES,D-3004,Drum(D),C,PUNCH LIST CLEAR,PL-21633
5000-01,MES,D-3004,Drum(D),C,Bolting lubricant is not done,PL-21634
5000-01,MES,D-3004,Drum(D),C,Some points need touch up,PL-21635
5000-01,MES,D-3004,Drum(D),C,FIX LADDER,PL-21636
5000-01,MES,D-3004,Drum(D),C,REMOVE SCAFFOLD,PL-21637
5000-01,MES,D-5001,Drum(D),C,LADDER SHALL BE FIXED ON GRATING,PL-02519
5000-01,MES,D-5001,Drum(D),C,PRESERVATION NOT DONE,PL-02580
5000-01,MES,D-5001,Drum(D),C,REMOVE SCAFFOLD,PL-12262
5000-01,MES,D-5001,Drum(D),A,FIRE FIGHTING WATER LINE  SHALL BE INSTALLED,PL-12267
5000-01,MES,D-5001,Drum(D),C,GENERAL Cleaning,PL-12249
5000-01,MES,D-5001,Drum(D),C,Some points need touch up,PL-12223
5000-02,MES,D-5002,Drum(D),C,Some points need touch up,PL-12224
5000-02,MES,D-5002,Drum(D),C,REMOVE SCAFFOLD,PL-12250
5000-02,MES,D-5002,Drum(D),A,FIRE FIGHTING WATER LINE  SHALL BE INSTALLED,PL-12268
5000-02,MES,D-5002,Drum(D),C,GENERAL Cleaning,PL-12263
5000-02,MES,D-5002,Drum(D),C,PRESERVATION NOT DONE,PL-02581
5000-02,MES,D-5002,Drum(D),C,LADDER SHALL BE FIXED ON GRATING,PL-02520
5000-03,MES,D-5003,Drum(D),C,Some points need touch up,PL-02521
5000-03,MES,D-5003,Drum(D),C,LADDER WASHER HAVE RUST SHALL BE REPAIRED,PL-02582
5000-03,MES,D-5003,Drum(D),C,THE POINT OF VESSEL BODY WAS DAMAGE AND SHALL BE REPAIRED,PL-02613
5000-03,MES,D-5003,Drum(D),C,GENERAL Cleaning,PL-12264
5000-03,MES,D-5003,Drum(D),C,REMOVE SCAFFOLD,PL-12269
5000-03,MES,D-5003,Drum(D),C,INSTALL THE TOP DAVIT MANHOLE,PL-12274
5000-03,MES,D-5003,Drum(D),A,FIRE FIGHTING WATER LINE  SHALL BE INSTALLED,PL-12272
5000-03,MES,D-5003,Drum(D),C,LADDER SHALL BE FIXED ON GRATING,PL-12225
