Discipline,Tag_No,Form_Title,Done
EL,E10-04(ES-11),Earthig & Lightning Work T,1
EL,E10-05(ES-02),Earthig & Lightning Work T,1
EL,E10-05(ES-06),Earthig & Lightning Work T,0
EL,E10-05(ES-07),Earthig & Lightning Work T,0
EL,E10-05(ES-08),Earthig & Lightning Work T,0
EL,E10-05(ES-11),Earthig & Lightning Work T,1
EL,E10-06(ES-02),Earthig & Lightning Work T,1
EL,E10-06(ES-06),Earthig & Lightning Work T,0
EL,E10-06(ES-07),Earthig & Lightning Work T,0
EL,E10-06(ES-08),Earthig & Lightning Work T,0
EL,E10-06(ES-11),Earthig & Lightning Work T,1
EL,E10-07(ES-02),Earthig & Lightning Work T,1
EL,E10-07(ES-06),Earthig & Lightning Work T,0
EL,E10-07(ES-07),Earthig & Lightning Work T,0
EL,E10-07(ES-08),Earthig & Lightning Work T,0
EL,E10-08(ES-03),Earthig & Lightning Work T,1
EL,E10-08(ES-07),Earthig & Lightning Work T,0
EL,E10-08(ES-08),Earthig & Lightning Work T,0
EL,E10-09(ES-03),Earthig & Lightning Work T,1
EL,E10-09(ES-07),Earthig & Lightning Work T,0
EL,E10-09(ES-08),Earthig & Lightning Work T,0
EL,E1-01,Earthig & Lightning Work T,1
EL,E10-10,Earthig & Lightning Work T,0
EL,E1-02,Earthig & Lightning Work T,1
EL,E1-03,Earthig & Lightning Work T,1
EL,E1-04,Earthig & Lightning Work T,1
EL,E1-07,Earthig & Lightning Work T,1
EL,E1-08,Earthig & Lightning Work T,1
EL,E13-01(ES-06),Earthig & Lightning Work T,0
EL,E13-01(ES-07),Earthig & Lightning Work T,0
EL,E13-01(ES-10),Earthig & Lightning Work T,0
EL,E13-02(ES-06),Earthig & Lightning Work T,0
EL,E13-02(ES-07),Earthig & Lightning Work T,0
EL,E13-03(ES-06),Earthig & Lightning Work T,0
EL,E13-03(ES-07),Earthig & Lightning Work T,0
EL,E13-04,Earthig & Lightning Work T,0
EL,E13-05(ES-06),Earthig & Lightning Work T,0
EL,E13-06,Earthig & Lightning Work T,0
EL,E13-07,Earthig & Lightning Work T,0
EL,E18-01(ES-01),Earthig & Lightning Work T,1
EL,E18-01(ES-08),Earthig & Lightning Work T,0
EL,E18-01(ES-09),Earthig & Lightning Work T,0
EL,E18-02(ES-01),Earthig & Lightning Work T,1
EL,E18-02(ES-08),Earthig & Lightning Work T,0
EL,E18-02(ES-09),Earthig & Lightning Work T,0
EL,E18-03(ES-08),Earthig & Lightning Work T,0
EL,E18-03(ES-09),Earthig & Lightning Work T,0
EL,E18-04(ES-08),Earthig & Lightning Work T,0
EL,E18-04(ES-09),Earthig & Lightning Work T,0
EL,E18-05,Earthig & Lightning Work T,0
EL,E18-06,Earthig & Lightning Work T,0
EL,E18-07,Earthig & Lightning Work T,0
EL,E18-08,Earthig & Lightning Work T,0
EL,E18-09,Earthig & Lightning Work T,0
EL,E18-10,Earthig & Lightning Work T,0
EL,E18-11,Earthig & Lightning Work T,0
EL,E18-12,Earthig & Lightning Work T,0
EL,E18-13,Earthig & Lightning Work T,0
EL,E18-14,Earthig & Lightning Work T,0
EL,E19-01(ES-02),Earthig & Lightning Work T,1
EL,E19-01(ES-08),Earthig & Lightning Work T,0
EL,E19-01(ES-09),Earthig & Lightning Work T,0
EL,E19-02,Earthig & Lightning Work T,1
IN,E1-ALM-01,LOOP ACCEPTANCE CERTIFICATE,0
IN,E1-ALM-01,LOOP CHECKING DCS,0
IN,E1-ALM-01,LOOP CHECKING F&GESDHIPPS,0
IN,E1-ALM-01,LOOP CHECK UCP,0
IN,E1-ALM-02,LOOP ACCEPTANCE CERTIFICATE,0
IN,E1-ALM-02,LOOP CHECKING DCS,0
IN,E1-ALM-02,LOOP CHECKING F&GESDHIPPS,0
IN,E1-ALM-02,LOOP CHECK UCP,0
IN,E1-ALM-03,LOOP ACCEPTANCE CERTIFICATE,0
IN,E1-ALM-03,LOOP CHECKING DCS,0
IN,E1-ALM-03,LOOP CHECKING F&GESDHIPPS,0
IN,E1-ALM-03,LOOP CHECK UCP,0
IN,E1-ALM-04,LOOP ACCEPTANCE CERTIFICATE,0
IN,E1-ALM-04,LOOP CHECKING DCS,0
IN,E1-ALM-04,LOOP CHECKING F&GESDHIPPS,0
IN,E1-ALM-04,LOOP CHECK UCP,0
IN,E1-ALM-05,LOOP ACCEPTANCE CERTIFICATE,0
IN,E1-ALM-05,LOOP CHECKING DCS,0
IN,E1-ALM-05,LOOP CHECKING F&GESDHIPPS,0
IN,E1-ALM-05,LOOP CHECK UCP,0
IN,E1-ALM-06,LOOP ACCEPTANCE CERTIFICATE,0
IN,E1-ALM-06,LOOP CHECKING DCS,0
IN,E1-ALM-06,LOOP CHECKING F&GESDHIPPS,0
IN,E1-ALM-06,LOOP CHECK UCP,0
IN,E2_ALM_03,INSTRUMENT CABLE INSTALLATION,0
IN,E2_ALM_03,CABLE INSULATION & CONTINUITY TEST,0
IN,E2_ALM_04,INSTRUMENT CABLE INSTALLATION,0
IN,E2_ALM_04,CABLE INSULATION & CONTINUITY TEST,0
MES,E-2001,Final Inspection Exchanger,0
MES,E-2001,Final Inspection Plate Heat Exchanger,0
MES,E-2001,Final Inspection Package Mechanical,1
MES,E-2001,Piping to Eq. Report(MES),0
EL,E20-01,Earthig & Lightning Work T,0
MES,E-2002,Final Inspection Exchanger,0
MES,E-2002,Final Inspection Plate Heat Exchanger,0
MES,E-2002,Final Inspection Package Mechanical,1
MES,E-2002,Piping to Eq. Report(MES),0
EL,E20-02,Earthig & Lightning Work T,0
EL,E20-03,Earthig & Lightning Work T,0
MES,E-2004,Final Inspection Exchanger,0
MES,E-2004,Final Inspection Plate Heat Exchanger,0
MES,E-2004,Final Inspection Package Mechanical,1
MES,E-2004,Piping to Eq. Report(MES),0
MES,E-2006,Final Inspection Exchanger,0
MES,E-2006,Final Inspection Plate Heat Exchanger,0
MES,E-2006,Final Inspection Package Mechanical,1
MES,E-2006,Piping to Eq. Report(MES),0
MES,E-2007,Final Inspection Exchanger,0
MES,E-2007,Final Inspection Plate Heat Exchanger,0
MES,E-2007,Final Inspection Package Mechanical,1
MES,E-2007,Piping to Eq. Report(MES),0
MES,E-2008,Final Inspection Exchanger,0
MES,E-2008,Final Inspection Plate Heat Exchanger,0
MES,E-2008,Final Inspection Package Mechanical,1
MES,E-2008,Piping to Eq. Report(MES),0
MES,E-2009,Final Inspection Exchanger,1
MES,E-2009,Final Inspection Plate Heat Exchanger,1
MES,E-2009,Final Inspection Package Mechanical,1
MES,E-2009,Piping to Eq. Report(MES),1
EL,E2-01,Earthig & Lightning Work T,1
MES,E-2015,Final Inspection Exchanger,0
MES,E-2015,Final Inspection Plate Heat Exchanger,0
MES,E-2015,Final Inspection Package Mechanical,1
MES,E-2015,Piping to Eq. Report(MES),0
EL,E2-02,Earthig & Lightning Work T,1
MES,E-2020-1,Final Inspection Exchanger,0
MES,E-2020-1,Final Inspection Plate Heat Exchanger,0
MES,E-2020-1,Final Inspection Package Mechanical,1
MES,E-2020-1,Piping to Eq. Report(MES),0
MES,E-2020-2,Final Inspection Exchanger,0
MES,E-2020-2,Final Inspection Plate Heat Exchanger,0
MES,E-2020-2,Final Inspection Package Mechanical,1
MES,E-2020-2,Piping to Eq. Report(MES),0
MES,E-2021-1,Final Inspection Exchanger,0
MES,E-2021-1,Final Inspection Plate Heat Exchanger,0
MES,E-2021-1,Final Inspection Package Mechanical,1
MES,E-2021-1,Piping to Eq. Report(MES),0
MES,E-2021-2,Final Inspection Exchanger,0
MES,E-2021-2,Final Inspection Plate Heat Exchanger,0
MES,E-2021-2,Final Inspection Package Mechanical,1
MES,E-2021-2,Piping to Eq. Report(MES),0
MES,E-2021-3,Final Inspection Exchanger,0
MES,E-2021-3,Final Inspection Plate Heat Exchanger,0
MES,E-2021-3,Final Inspection Package Mechanical,1
MES,E-2021-3,Piping to Eq. Report(MES),0
MES,E-2022-1,Final Inspection Exchanger,0
MES,E-2022-1,Final Inspection Plate Heat Exchanger,0
MES,E-2022-1,Final Inspection Package Mechanical,1
MES,E-2022-1,Piping to Eq. Report(MES),0
MES,E-2022-2,Final Inspection Exchanger,0
MES,E-2022-2,Final Inspection Plate Heat Exchanger,0
MES,E-2022-2,Final Inspection Package Mechanical,1
MES,E-2022-2,Piping to Eq. Report(MES),0
MES,E-2022-3,Final Inspection Exchanger,0
MES,E-2022-3,Final Inspection Plate Heat Exchanger,0
MES,E-2022-3,Final Inspection Package Mechanical,1
MES,E-2022-3,Piping to Eq. Report(MES),0
MES,E-2023,Final Inspection Exchanger,1
MES,E-2023,Final Inspection Plate Heat Exchanger,1
MES,E-2023,Final Inspection Package Mechanical,1
MES,E-2023,Piping to Eq. Report(MES),1
MES,E-2024-1,Final Inspection Exchanger,1
MES,E-2024-1,Final Inspection Plate Heat Exchanger,1
MES,E-2024-1,Final Inspection Package Mechanical,1
MES,E-2024-1,Piping to Eq. Report(MES),1
MES,E-2024-2,Final Inspection Exchanger,1
MES,E-2024-2,Final Inspection Plate Heat Exchanger,1
MES,E-2024-2,Final Inspection Package Mechanical,1
MES,E-2024-2,Piping to Eq. Report(MES),1
MES,E-2025,Final Inspection Exchanger,0
MES,E-2025,Final Inspection Plate Heat Exchanger,0
MES,E-2025,Final Inspection Package Mechanical,1
MES,E-2025,Piping to Eq. Report(MES),1
MES,E-2027,Final Inspection Exchanger,1
MES,E-2027,Final Inspection Plate Heat Exchanger,1
MES,E-2027,Final Inspection Package Mechanical,1
MES,E-2027,Piping to Eq. Report(MES),1
EL,E2-03,Earthig & Lightning Work T,1
EL,E2-04,Earthig & Lightning Work T,1
EL,E2-05,Earthig & Lightning Work T,1
EL,E2-06,Earthig & Lightning Work T,1
EL,E2-07,Earthig & Lightning Work T,1
EL,E2-08,Earthig & Lightning Work T,1
EL,E2-09,Earthig & Lightning Work T,1
EL,E2-10,Earthig & Lightning Work T,1
EL,E2-11,Earthig & Lightning Work T,1
EL,E2-12,Earthig & Lightning Work T,1
EL,E2-13,Earthig & Lightning Work T,1
EL,E22-01(ES-01),Earthig & Lightning Work T,1
EL,E22-01(ES-02),Earthig & Lightning Work T,1
EL,E22-01(ES-06),Earthig & Lightning Work T,0
EL,E22-01(ES-07),Earthig & Lightning Work T,0
EL,E22-01(ES-09),Earthig & Lightning Work T,0
EL,E22-01(ES-10),Earthig & Lightning Work T,0
EL,E22-01(ES-11),Earthig & Lightning Work T,1
EL,E22-02(ES-01),Earthig & Lightning Work T,1
EL,E22-02(ES-02),Earthig & Lightning Work T,1
EL,E22-02(ES-06),Earthig & Lightning Work T,0
EL,E22-02(ES-07),Earthig & Lightning Work T,0
EL,E22-02(ES-09),Earthig & Lightning Work T,0
EL,E22-02(ES-10),Earthig & Lightning Work T,0
EL,E22-02(ES-11),Earthig & Lightning Work T,1
EL,E22-03(ES-01),Earthig & Lightning Work T,1
EL,E22-03(ES-02),Earthig & Lightning Work T,1
EL,E22-03(ES-04),Earthig & Lightning Work T,1
EL,E22-03(ES-06),Earthig & Lightning Work T,0
EL,E22-03(ES-09),Earthig & Lightning Work T,0
EL,E22-03(ES-11),Earthig & Lightning Work T,1
EL,E22-04(ES-01),Earthig & Lightning Work T,1
EL,E22-04(ES-02),Earthig & Lightning Work T,1
EL,E22-04(ES-04),Earthig & Lightning Work T,1
EL,E22-04(ES-06),Earthig & Lightning Work T,0
EL,E22-04(ES-09),Earthig & Lightning Work T,0
EL,E22-04(ES-11),Earthig & Lightning Work T,1
EL,E22-05(ES-02),Earthig & Lightning Work T,1
EL,E22-05(ES-06),Earthig & Lightning Work T,0
EL,E22-05(ES-07),Earthig & Lightning Work T,0
EL,E22-05(ES-09),Earthig & Lightning Work T,0
EL,E22-05(ES-11),Earthig & Lightning Work T,1
EL,E22-06(ES-02),Earthig & Lightning Work T,1
EL,E22-06(ES-06),Earthig & Lightning Work T,0
EL,E22-06(ES-07),Earthig & Lightning Work T,0
EL,E22-06(ES-09),Earthig & Lightning Work T,0
EL,E22-06(ES-11),Earthig & Lightning Work T,1
EL,E22-07(ES-02),Earthig & Lightning Work T,1
EL,E22-07(ES-06),Earthig & Lightning Work T,0
EL,E22-07(ES-07),Earthig & Lightning Work T,0
EL,E22-07(ES-09),Earthig & Lightning Work T,0
EL,E22-07(ES-11),Earthig & Lightning Work T,1
EL,E22-08(ES-02),Earthig & Lightning Work T,1
EL,E22-08(ES-06),Earthig & Lightning Work T,0
EL,E22-08(ES-07),Earthig & Lightning Work T,0
EL,E22-08(ES-09),Earthig & Lightning Work T,0
EL,E22-08(ES-11),Earthig & Lightning Work T,1
EL,E22-09(ES-06),Earthig & Lightning Work T,0
EL,E22-09(ES-07),Earthig & Lightning Work T,0
EL,E22-09(ES-09),Earthig & Lightning Work T,0
EL,E22-09(ES-11),Earthig & Lightning Work T,1
EL,E22-10(ES-06),Earthig & Lightning Work T,0
EL,E22-10(ES-07),Earthig & Lightning Work T,0
EL,E22-10(ES-09),Earthig & Lightning Work T,0
EL,E22-10(ES-11),Earthig & Lightning Work T,1
EL,E22-11(ES-06),Earthig & Lightning Work T,0
EL,E22-11(ES-07),Earthig & Lightning Work T,0
EL,E22-11(ES-09),Earthig & Lightning Work T,0
EL,E22-11(ES-11),Earthig & Lightning Work T,1
EL,E22-12(ES-06),Earthig & Lightning Work T,0
EL,E22-12(ES-07),Earthig & Lightning Work T,0
EL,E22-12(ES-09),Earthig & Lightning Work T,0
EL,E22-12(ES-11),Earthig & Lightning Work T,1
EL,E22-13(ES-06),Earthig & Lightning Work T,0
EL,E22-13(ES-07),Earthig & Lightning Work T,0
EL,E22-13(ES-09),Earthig & Lightning Work T,0
EL,E22-13(ES-11),Earthig & Lightning Work T,1
EL,E22-14(ES-06),Earthig & Lightning Work T,0
EL,E22-14(ES-07),Earthig & Lightning Work T,0
EL,E22-14(ES-09),Earthig & Lightning Work T,0
EL,E22-14(ES-11),Earthig & Lightning Work T,1
EL,E22-15(ES-06),Earthig & Lightning Work T,0
EL,E22-15(ES-07),Earthig & Lightning Work T,0
EL,E22-15(ES-09),Earthig & Lightning Work T,0
EL,E22-15(ES-11),Earthig & Lightning Work T,1
EL,E22-16(ES-06),Earthig & Lightning Work T,0
EL,E22-16(ES-07),Earthig & Lightning Work T,0
EL,E22-16(ES-09),Earthig & Lightning Work T,0
EL,E22-16(ES-11),Earthig & Lightning Work T,1
EL,E22-17(ES-06),Earthig & Lightning Work T,0
EL,E22-17(ES-07),Earthig & Lightning Work T,0
EL,E22-17(ES-09),Earthig & Lightning Work T,0
EL,E22-17(ES-11),Earthig & Lightning Work T,1
EL,E22-18(ES-06),Earthig & Lightning Work T,0
EL,E22-18(ES-07),Earthig & Lightning Work T,0
EL,E22-18(ES-09),Earthig & Lightning Work T,0
EL,E22-18(ES-11),Earthig & Lightning Work T,1
EL,E22-19(ES-06),Earthig & Lightning Work T,0
EL,E22-19(ES-07),Earthig & Lightning Work T,0
EL,E22-19(ES-09),Earthig & Lightning Work T,0
EL,E22-19(ES-11),Earthig & Lightning Work T,1
EL,E22-20(ES-06),Earthig & Lightning Work T,0
EL,E22-20(ES-07),Earthig & Lightning Work T,0
EL,E22-20(ES-09),Earthig & Lightning Work T,0
EL,E22-20(ES-11),Earthig & Lightning Work T,1
EL,E22-21(ES-06),Earthig & Lightning Work T,0
EL,E22-21(ES-07),Earthig & Lightning Work T,0
EL,E22-21(ES-09),Earthig & Lightning Work T,0
EL,E22-21(ES-11),Earthig & Lightning Work T,1
EL,E22-22(ES-06),Earthig & Lightning Work T,0
EL,E22-22(ES-07),Earthig & Lightning Work T,0
EL,E22-22(ES-09),Earthig & Lightning Work T,0
EL,E22-22(ES-11),Earthig & Lightning Work T,1
EL,E22-23(ES-06),Earthig & Lightning Work T,0
EL,E22-23(ES-07),Earthig & Lightning Work T,0
EL,E22-23(ES-09),Earthig & Lightning Work T,0
EL,E22-23(ES-11),Earthig & Lightning Work T,1
EL,E22-24(ES-06),Earthig & Lightning Work T,0
EL,E22-24(ES-07),Earthig & Lightning Work T,0
EL,E22-24(ES-09),Earthig & Lightning Work T,0
EL,E22-24(ES-11),Earthig & Lightning Work T,1
EL,E22-25(ES-06),Earthig & Lightning Work T,0
EL,E22-25(ES-07),Earthig & Lightning Work T,0
EL,E22-25(ES-09),Earthig & Lightning Work T,0
EL,E22-25(ES-11),Earthig & Lightning Work T,1
EL,E22-26(ES-06),Earthig & Lightning Work T,0
EL,E22-26(ES-07),Earthig & Lightning Work T,0
EL,E22-26(ES-09),Earthig & Lightning Work T,0
EL,E22-26(ES-11),Earthig & Lightning Work T,1
EL,E22-27(ES-07),Earthig & Lightning Work T,0
EL,E22-27(ES-09),Earthig & Lightning Work T,0
EL,E22-27(ES-11),Earthig & Lightning Work T,1
EL,E22-28(ES-07),Earthig & Lightning Work T,0
EL,E22-28(ES-09),Earthig & Lightning Work T,0
EL,E22-28(ES-11),Earthig & Lightning Work T,1
EL,E22-29,Earthig & Lightning Work T,1
EL,E22-30,Earthig & Lightning Work T,1
EL,E22-31,Earthig & Lightning Work T,1
EL,E22-32,Earthig & Lightning Work T,1
EL,E22-33,Earthig & Lightning Work T,1
EL,E22-34,Earthig & Lightning Work T,1
EL,E22-35,Earthig & Lightning Work T,1
EL,E22-36,Earthig & Lightning Work T,1
EL,E22-37,Earthig & Lightning Work T,1
EL,E22-38,Earthig & Lightning Work T,1
EL,E22-39,Earthig & Lightning Work T,1
EL,E22-40,Earthig & Lightning Work T,1
EL,E22-41,Earthig & Lightning Work T,1
EL,E22-42,Earthig & Lightning Work T,1
EL,E22-43,Earthig & Lightning Work T,1
EL,E22-44,Earthig & Lightning Work T,1
EL,E22-45,Earthig & Lightning Work T,1
EL,E22-46,Earthig & Lightning Work T,1
EL,E22-47,Earthig & Lightning Work T,1
EL,E22-48,Earthig & Lightning Work T,1
EL,E22-49,Earthig & Lightning Work T,1
EL,E22-50,Earthig & Lightning Work T,1
EL,E22-51,Earthig & Lightning Work T,1
EL,E22-52,Earthig & Lightning Work T,1
EL,E22-53,Earthig & Lightning Work T,1
EL,E22-54,Earthig & Lightning Work T,1
EL,E22-55,Earthig & Lightning Work T,1
EL,E22-56,Earthig & Lightning Work T,1
EL,E22-57,Earthig & Lightning Work T,1
EL,E22-58,Earthig & Lightning Work T,1
EL,E22-59,Earthig & Lightning Work T,1
EL,E22-60,Earthig & Lightning Work T,1
EL,E22-61,Earthig & Lightning Work T,1
EL,E22-62,Earthig & Lightning Work T,1
EL,E22-63,Earthig & Lightning Work T,1
EL,E22-64,Earthig & Lightning Work T,1
EL,E22-65,Earthig & Lightning Work T,1
EL,E22-66,Earthig & Lightning Work T,1
EL,E22-67,Earthig & Lightning Work T,1
EL,E22-68,Earthig & Lightning Work T,1
EL,E22-69,Earthig & Lightning Work T,1
EL,E22-70,Earthig & Lightning Work T,1
EL,E22-71,Earthig & Lightning Work T,1
EL,E22-72,Earthig & Lightning Work T,1
EL,E22-73,Earthig & Lightning Work T,1
EL,E22-74,Earthig & Lightning Work T,1
EL,E22-75,Earthig & Lightning Work T,1
EL,E22-76,Earthig & Lightning Work T,1
EL,E22-77,Earthig & Lightning Work T,1
EL,E22-78,Earthig & Lightning Work T,1
EL,E22-79,Earthig & Lightning Work T,1
EL,E22-80,Earthig & Lightning Work T,1
EL,E22-81,Earthig & Lightning Work T,1
EL,E22-82,Earthig & Lightning Work T,1
EL,E23-01(ES-02),Earthig & Lightning Work T,1
EL,E23-01(ES-04),Earthig & Lightning Work T,1
EL,E23-01(ES-06),Earthig & Lightning Work T,0
EL,E23-01(ES-08),Earthig & Lightning Work T,0
EL,E23-01(ES-09),Earthig & Lightning Work T,0
EL,E23-01(ES-10),Earthig & Lightning Work T,0
EL,E23-01(ES-11),Earthig & Lightning Work T,1
EL,E23-02(ES-02),Earthig & Lightning Work T,1
EL,E23-02(ES-06),Earthig & Lightning Work T,0
EL,E23-02(ES-07),Earthig & Lightning Work T,0
EL,E23-02(ES-08),Earthig & Lightning Work T,0
EL,E23-02(ES-09),Earthig & Lightning Work T,0
EL,E23-02(ES-10),Earthig & Lightning Work T,0
EL,E23-02(ES-11),Earthig & Lightning Work T,1
EL,E23-03(ES-02),Earthig & Lightning Work T,1
EL,E23-03(ES-06),Earthig & Lightning Work T,0
EL,E23-03(ES-07),Earthig & Lightning Work T,0
EL,E23-03(ES-08),Earthig & Lightning Work T,0
EL,E23-03(ES-09),Earthig & Lightning Work T,0
EL,E23-03(ES-10),Earthig & Lightning Work T,0
EL,E23-03(ES-11),Earthig & Lightning Work T,1
EL,E23-04(ES-02),Earthig & Lightning Work T,1
EL,E23-04(ES-06),Earthig & Lightning Work T,0
EL,E23-04(ES-07),Earthig & Lightning Work T,0
EL,E23-04(ES-08),Earthig & Lightning Work T,0
EL,E23-04(ES-09),Earthig & Lightning Work T,0
EL,E23-04(ES-10),Earthig & Lightning Work T,0
EL,E23-04(ES-11),Earthig & Lightning Work T,1
EL,E23-05(ES-02),Earthig & Lightning Work T,1
EL,E23-05(ES-06),Earthig & Lightning Work T,0
EL,E23-05(ES-07),Earthig & Lightning Work T,0
EL,E23-05(ES-08),Earthig & Lightning Work T,0
EL,E23-05(ES-09),Earthig & Lightning Work T,0
EL,E23-05(ES-10),Earthig & Lightning Work T,0
EL,E23-05(ES-11),Earthig & Lightning Work T,1
EL,E23-06(ES-02),Earthig & Lightning Work T,1
EL,E23-06(ES-06),Earthig & Lightning Work T,0
EL,E23-06(ES-07),Earthig & Lightning Work T,0
EL,E23-06(ES-08),Earthig & Lightning Work T,0
EL,E23-06(ES-09),Earthig & Lightning Work T,0
EL,E23-06(ES-11),Earthig & Lightning Work T,1
EL,E23-07(ES-02),Earthig & Lightning Work T,1
EL,E23-07(ES-06),Earthig & Lightning Work T,0
EL,E23-07(ES-07),Earthig & Lightning Work T,0
EL,E23-07(ES-08),Earthig & Lightning Work T,0
EL,E23-07(ES-09),Earthig & Lightning Work T,0
EL,E23-07(ES-11),Earthig & Lightning Work T,1
EL,E23-08(ES-02),Earthig & Lightning Work T,1
EL,E23-08(ES-06),Earthig & Lightning Work T,0
EL,E23-08(ES-07),Earthig & Lightning Work T,0
EL,E23-08(ES-09),Earthig & Lightning Work T,0
EL,E23-08(ES-11),Earthig & Lightning Work T,1
EL,E23-09(ES-02),Earthig & Lightning Work T,1
EL,E23-09(ES-06),Earthig & Lightning Work T,0
EL,E23-09(ES-07),Earthig & Lightning Work T,0
EL,E23-09(ES-09),Earthig & Lightning Work T,0
EL,E23-09(ES-11),Earthig & Lightning Work T,1
EL,E23-10(ES-02),Earthig & Lightning Work T,1
EL,E23-10(ES-06),Earthig & Lightning Work T,0
EL,E23-10(ES-07),Earthig & Lightning Work T,0
EL,E23-10(ES-09),Earthig & Lightning Work T,0
EL,E23-10(ES-11),Earthig & Lightning Work T,1
EL,E23-100,Earthig & Lightning Work T,1
EL,E23-101,Earthig & Lightning Work T,1
EL,E23-102,Earthig & Lightning Work T,1
EL,E23-103,Earthig & Lightning Work T,1
EL,E23-104,Earthig & Lightning Work T,1
EL,E23-105,Earthig & Lightning Work T,1
EL,E23-106,Earthig & Lightning Work T,1
EL,E23-107,Earthig & Lightning Work T,1
EL,E23-108,Earthig & Lightning Work T,1
EL,E23-109,Earthig & Lightning Work T,1
EL,E23-11(ES-02),Earthig & Lightning Work T,1
EL,E23-11(ES-06),Earthig & Lightning Work T,0
EL,E23-11(ES-07),Earthig & Lightning Work T,0
EL,E23-11(ES-09),Earthig & Lightning Work T,0
EL,E23-11(ES-11),Earthig & Lightning Work T,1
EL,E23-110,Earthig & Lightning Work T,1
EL,E23-111,Earthig & Lightning Work T,1
EL,E23-112,Earthig & Lightning Work T,1
EL,E23-113,Earthig & Lightning Work T,1
EL,E23-114,Earthig & Lightning Work T,1
EL,E23-12(ES-02),Earthig & Lightning Work T,1
EL,E23-12(ES-06),Earthig & Lightning Work T,0
EL,E23-12(ES-07),Earthig & Lightning Work T,0
EL,E23-12(ES-09),Earthig & Lightning Work T,0
EL,E23-12(ES-11),Earthig & Lightning Work T,1
EL,E23-13(ES-02),Earthig & Lightning Work T,1
EL,E23-13(ES-06),Earthig & Lightning Work T,0
EL,E23-13(ES-07),Earthig & Lightning Work T,0
EL,E23-13(ES-09),Earthig & Lightning Work T,0
EL,E23-13(ES-11),Earthig & Lightning Work T,1
EL,E23-14(ES-02),Earthig & Lightning Work T,1
EL,E23-14(ES-06),Earthig & Lightning Work T,0
EL,E23-14(ES-07),Earthig & Lightning Work T,0
EL,E23-14(ES-09),Earthig & Lightning Work T,0
EL,E23-14(ES-11),Earthig & Lightning Work T,1
EL,E23-15(ES-02),Earthig & Lightning Work T,1
EL,E23-15(ES-06),Earthig & Lightning Work T,0
EL,E23-15(ES-07),Earthig & Lightning Work T,0
EL,E23-15(ES-09),Earthig & Lightning Work T,0
EL,E23-15(ES-11),Earthig & Lightning Work T,1
EL,E23-16(ES-02),Earthig & Lightning Work T,1
EL,E23-16(ES-06),Earthig & Lightning Work T,0
EL,E23-16(ES-07),Earthig & Lightning Work T,0
EL,E23-16(ES-09),Earthig & Lightning Work T,0
EL,E23-16(ES-11),Earthig & Lightning Work T,1
EL,E23-17(ES-02),Earthig & Lightning Work T,1
EL,E23-17(ES-07),Earthig & Lightning Work T,0
EL,E23-17(ES-09),Earthig & Lightning Work T,0
EL,E23-17(ES-11),Earthig & Lightning Work T,1
EL,E23-18(ES-02),Earthig & Lightning Work T,1
EL,E23-18(ES-07),Earthig & Lightning Work T,0
EL,E23-18(ES-09),Earthig & Lightning Work T,0
EL,E23-18(ES-11),Earthig & Lightning Work T,1
EL,E23-19(ES-02),Earthig & Lightning Work T,1
EL,E23-19(ES-07),Earthig & Lightning Work T,0
EL,E23-19(ES-09),Earthig & Lightning Work T,0
EL,E23-19(ES-11),Earthig & Lightning Work T,1
EL,E23-20(ES-02),Earthig & Lightning Work T,1
EL,E23-20(ES-07),Earthig & Lightning Work T,0
EL,E23-20(ES-09),Earthig & Lightning Work T,0
EL,E23-20(ES-11),Earthig & Lightning Work T,1
EL,E23-21(ES-02),Earthig & Lightning Work T,1
EL,E23-21(ES-07),Earthig & Lightning Work T,0
EL,E23-21(ES-09),Earthig & Lightning Work T,0
EL,E23-21(ES-11),Earthig & Lightning Work T,1
EL,E23-22(ES-02),Earthig & Lightning Work T,1
EL,E23-22(ES-07),Earthig & Lightning Work T,0
EL,E23-22(ES-09),Earthig & Lightning Work T,0
EL,E23-22(ES-11),Earthig & Lightning Work T,1
EL,E23-23(ES-02),Earthig & Lightning Work T,1
EL,E23-23(ES-09),Earthig & Lightning Work T,0
EL,E23-23(ES-11),Earthig & Lightning Work T,1
EL,E23-24(ES-02),Earthig & Lightning Work T,1
EL,E23-24(ES-09),Earthig & Lightning Work T,0
EL,E23-24(ES-11),Earthig & Lightning Work T,1
EL,E23-25(ES-02),Earthig & Lightning Work T,1
EL,E23-25(ES-09),Earthig & Lightning Work T,0
EL,E23-25(ES-11),Earthig & Lightning Work T,1
EL,E23-26(ES-02),Earthig & Lightning Work T,1
EL,E23-26(ES-09),Earthig & Lightning Work T,0
EL,E23-26(ES-11),Earthig & Lightning Work T,1
EL,E23-27(ES-02),Earthig & Lightning Work T,1
EL,E23-27(ES-09),Earthig & Lightning Work T,0
EL,E23-27(ES-11),Earthig & Lightning Work T,1
EL,E23-28(ES-02),Earthig & Lightning Work T,1
EL,E23-28(ES-09),Earthig & Lightning Work T,0
EL,E23-28(ES-11),Earthig & Lightning Work T,1
EL,E23-29(ES-02),Earthig & Lightning Work T,1
EL,E23-29(ES-11),Earthig & Lightning Work T,1
EL,E23-30(ES-02),Earthig & Lightning Work T,1
EL,E23-30(ES-11),Earthig & Lightning Work T,1
